country,sector,gross_amt,net_amt,from,to,transaction_id,transaction_date,amount,transaction_type,account_number,merchant_name,category,location,city,state,currency,card_type,card_number,card_expiry_date,transaction_description,transaction_code,transaction_status,transaction_time,transaction_fee,recipient_name,recipient_account_number,recipient_bank_name,exchange_rate,notes
Canada,Transportation,216.0,1754.83,Account S,Supplier Solutions,55,9/24/2022,901.89,withdrawal,6611006332,Zoonder,utilities,24 Talmadge Plaza,Barrie,ON,CAD,visa,3556092747297595,11/11/2023,vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend,A1,failed,2:54 PM,35.75,Gillian Tobin,5753483712,Gigabox,1.5855,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.
Japan,Real Estate,3039.6,9353.72,Account M,Merchant A,56,7/12/2022,5453.19,deposit,7939483498,Brainverse,transportation,98 Dakota Terrace,Ibusuki,,JPY,mastercard,3589329065735090,6/19/2024,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis,A1,completed,9:54 AM,31.13,Theo Courtois,7663132073,Omba,1.8561,
Burundi,Services,8256.77,1928.03,Account R,Supplier Solutions,57,8/30/2022,6702.39,transfer,8345398866,Rhyzio,utilities,06012 Washington Crossing,Ngozi,,BIF,visa,4844710809224534,7/25/2030,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus,C3,failed,12:50 AM,4.11,Dyanne Lochrie,3183096702,Twitterbridge,0.5224,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla."
Dominican Republic,Services,3855.14,2375.29,Account Y,Online Merchant Z,58,9/1/2022,9578.86,transfer,8706007716,Skipfire,entertainment,1467 Mandrake Parkway,Pedro Santana,,DOP,amex,6763561354135675105,3/7/2027,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis,A1,failed,7:09 AM,41.94,Frederic Goodsal,8290580310,Skyndu,0.6316,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui."
Russia,Retail,6593.01,2069.04,Account Q,Retailer Hub,59,10/10/2022,8374.12,transfer,8695021725,Quaxo,transportation,89392 Mifflin Drive,Kolomyagi,,RUB,mastercard,30599652532800,6/26/2024,placerat ante nulla justo aliquam quis turpis eget elit sodales,C3,pending,12:57 AM,18.34,Hephzibah Maginn,4589510283,Jabbercube,1.078,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.
China,Energy,462.39,2457.63,Account W,Supplier Connect,60,11/8/2022,6242.71,transfer,9648694181,Eare,transportation,58 Bunker Hill Parkway,Daqian,,CNY,visa,375420188820572,7/19/2030,cras pellentesque volutpat dui maecenas tristique est et tempus semper est,C3,pending,5:48 AM,42.2,Verine Thundercliffe,8542425934,Mydo,0.7653,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros."
Indonesia,Healthcare,5413.62,5462.96,Account V,Supplier Innovations,61,11/16/2022,7029.61,deposit,2420214234,Voomm,entertainment,2236 Onsgard Point,Angkahgede,,IDR,amex,3580075059743496,11/24/2024,parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa,C3,pending,11:11 PM,18.33,Celia Howles,1463888718,Eayo,0.5888,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.
Mexico,Hospitality,5004.71,9245.53,Account X,Supplier Y,62,2/24/2022,9645.71,transfer,7603408750,Quinu,transportation,17428 Thierer Terrace,Loma Bonita,COA,MXN,mastercard,3545393955212399,6/21/2027,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis,B2,completed,3:57 PM,33.32,Steffane Espasa,1371635095,Dazzlesphere,0.5345,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
Nicaragua,Services,1848.01,9918.59,Account Q,Clinic W,63,3/17/2022,8797.97,withdrawal,3491994154,Plambee,utilities,1 Autumn Leaf Circle,Ciudad Sandino,,NIO,mastercard,3565735142366964,9/6/2028,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien,C3,completed,10:10 PM,15.14,Marylou Dallimore,2481451748,Dabfeed,1.0613,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum."
China,Hospitality,5339.39,1473.33,Account O,Buyer Network,64,2/12/2022,5583.37,withdrawal,4380123859,Realbuzz,transportation,7725 Prentice Hill,Eshan,,CNY,amex,4913538701282458,1/19/2029,quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse,C3,failed,8:22 PM,7.29,Aile Lyttle,8881077714,LiveZ,0.7627,"Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
Serbia,Entertainment,4480.07,8121.7,Account B,Supplier Connect,65,7/18/2022,2439.76,transfer,1311452831,Skiptube,entertainment,099 Packers Drive,Golubac,,RSD,visa,4041590657766898,1/24/2024,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,C3,failed,6:40 PM,0.37,Kippy Claus,4408506379,Meevee,1.7897,
Czech Republic,E-commerce,6147.42,5973.7,Account D,Supplier Innovations,66,1/10/2022,2103.11,deposit,5213105217,Tazzy,transportation,04 West Pass,Štítina,,CZK,mastercard,5602252475314710,1/3/2025,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum,B2,completed,2:15 PM,44.94,Elvina Ishaki,5425342284,Kaymbo,0.7882,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.
China,Entertainment,5863.21,6669.23,Account C,Wellness Center A,67,5/18/2022,4271.51,withdrawal,1047158075,Kare,utilities,36 Haas Parkway,Jinjing,,CNY,amex,5100144955524412,9/11/2030,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam,A1,completed,9:39 AM,42.02,Eldon Larkin,5565016818,Babbleset,1.8224,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.
Isle of Man,Entertainment,2639.6,4056.51,Account S,Buyer Network,68,3/22/2022,2070.63,deposit,2639826890,Shuffledrive,transportation,51 Donald Point,Port Erin,,GBP,amex,5244408634115364,9/5/2026,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,B2,completed,4:45 AM,24.32,Phebe Van der Hoeven,7215463475,Brainbox,1.8131,Quisque ut erat.
China,Real Estate,2735.74,9660.9,Account M,Merchant A,69,7/18/2022,2901.04,withdrawal,2408376495,Mymm,entertainment,1476 Golf Course Road,Guashe,,CNY,mastercard,201661608088643,4/9/2026,interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis,B2,failed,7:24 AM,30.84,Katuscha Pfaff,5034065604,Dabtype,1.1444,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo."
Portugal,E-commerce,7493.24,9703.98,Account T,Retailer Hub,70,10/20/2022,168.86,deposit,4445857766,Mycat,transportation,24376 Oak Valley Street,Pinhal General,15,EUR,amex,3547911159751538,11/12/2023,lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero,B2,completed,9:57 AM,38.54,Tadeas Lauchlan,1743817638,Gabvine,1.3228,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula."
China,Telecommunications,7747.18,9442.55,Account R,Supplier Green,71,1/15/2022,6890.93,transfer,3587302105,Jabbersphere,food,924 Oneill Court,Dongming,,CNY,amex,67619247078255402,1/9/2030,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien,B2,completed,1:13 AM,11.33,Grove Curtin,2149350069,Brainbox,1.6354,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam."
China,Telecommunications,7247.43,7880.11,Account L,Wellness Center A,72,1/12/2022,2866.2,transfer,1232949965,Topiczoom,utilities,140 Schurz Parkway,Yanglin,,CNY,amex,3529957893119773,8/30/2027,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet,B2,completed,1:17 PM,23.53,Di Aleksashin,2227321972,Oyoyo,1.5029,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede."
Comoros,E-commerce,4139.8,4172.02,Account R,Supplier Green,73,3/1/2022,6560.91,transfer,9254298768,Twimm,entertainment,79266 Arapahoe Terrace,Foumbouni,,KMF,amex,3538952114330050,12/2/2027,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non,C3,failed,10:16 AM,0.6,Emmanuel Lilloe,7473694323,Latz,0.6403,
Indonesia,Insurance,7028.43,5678.72,Account Y,Supplier Connect,74,3/3/2022,1652.6,transfer,5434973283,Quatz,transportation,3192 Ludington Way,Pakel,,IDR,amex,5048378699908219,5/25/2028,nonummy integer non velit donec diam neque vestibulum eget vulputate ut,C3,failed,4:47 AM,31.57,Franciska Bisp,2221225979,Edgeify,1.7262,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl."
China,Consulting,6364.67,4778.23,Account L,Supplier Y,75,5/26/2022,8129.01,deposit,2785716044,Dabfeed,transportation,5937 Kim Point,Nanzhao,,CNY,mastercard,3567632559088603,3/7/2022,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,C3,failed,1:18 PM,44.37,Alaster Dungate,2320448930,Gigazoom,1.9473,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
Indonesia,Entertainment,4162.17,6577.74,Account D,Wellness Center A,76,6/12/2022,3023.65,withdrawal,8225975981,Babbleset,utilities,76029 Towne Crossing,Lasiana,,IDR,visa,3544817135613077,5/8/2027,a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut,B2,pending,7:27 PM,29.32,Shayne Rosita,6827225473,Youspan,1.9959,
China,Transportation,9904.24,1075.83,Account V,Supplier Y,77,10/29/2022,1222.21,deposit,4330919828,Oyonder,transportation,793 Meadow Valley Way,Wulan,,CNY,visa,560225117763076563,12/10/2030,justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna,B2,failed,8:33 AM,39.09,Samaria Goldwater,5145082437,Ooba,0.8086,Praesent id massa id nisl venenatis lacinia.
Palestinian Territory,Manufacturing,7878.77,6201.16,Account L,Client Services Group,78,10/27/2022,4067.44,transfer,9625833070,Divavu,food,18251 Gale Crossing,Till,,ILS,visa,3554378851085104,5/14/2030,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa,A1,pending,9:08 PM,2.21,Verina Climar,7401037924,Wordware,1.8865,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis."
Argentina,Technology,4706.28,4983.24,Account U,Buyer Network,79,12/15/2022,8538.05,withdrawal,3739268153,Roodel,transportation,69973 Debra Avenue,Las Lajas,,ARS,visa,3554331839924746,8/14/2023,donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis,C3,completed,5:52 PM,0.4,Dayna Sloyan,4400430972,Aivee,1.3716,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.
Indonesia,E-commerce,4949.66,8916.7,Account E,Buyer Network,80,2/9/2022,767.72,withdrawal,3941728589,Reallinks,transportation,155 Merchant Pass,Purbalingga,,IDR,visa,3555831982652761,9/20/2024,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget,B2,failed,4:16 PM,10.23,Kim Amys,9296151449,Feedspan,1.0227,"Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
Philippines,Energy,597.09,7948.61,Account J,Pharmacy Chain A,81,4/7/2022,994.61,deposit,5921178368,Layo,entertainment,1469 Butterfield Street,Tamnag,,PHP,visa,5602212911585487176,12/9/2026,sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui,C3,pending,1:32 PM,12.83,Lynelle Scarisbrick,1207876796,Realpoint,1.4285,
Japan,E-commerce,2224.68,2575.84,Account K,E-commerce Store B,82,3/8/2022,9651.7,withdrawal,5817643236,Ailane,utilities,2480 Green Ridge Circle,Katsuta,,JPY,amex,5602232839513629,10/2/2028,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae,C3,completed,10:40 PM,15.19,Hanni Claypool,9882156190,Shuffledrive,1.1675,
Colombia,Education,613.7,9437.48,Account O,Buyer Network,83,4/27/2022,3805.02,transfer,8062656571,Dazzlesphere,food,1098 Marcy Pass,Nunchía,,COP,amex,676224422703085236,9/7/2026,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna,A1,failed,5:31 AM,13.65,Luz Strelitz,2681076391,Zoozzy,1.615,
Indonesia,Services,674.61,5592.9,Account B,Supplier Y,84,1/24/2022,3206.3,deposit,1580028118,Izio,utilities,1 Muir Center,Mojorembun,,IDR,mastercard,6334967473597775,6/5/2023,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non,C3,failed,1:23 PM,33.31,Der Bygreaves,3569384946,Miboo,1.6595,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci."
Peru,Retail,1219.84,3026.66,Account R,Wellness Center A,85,10/17/2022,1229.6,withdrawal,9606119022,Jabbercube,transportation,30427 Karstens Hill,Tinta,,PEN,visa,348729299564968,8/16/2024,semper sapien a libero nam dui proin leo odio porttitor id,B2,completed,6:33 AM,35.62,Huey Ivanyutin,7506454737,Eayo,1.8247,
Brazil,Consulting,467.94,5646.63,Account X,Supplier Innovations,86,4/16/2022,526.34,transfer,5743989147,Myworks,transportation,0 Marcy Road,Canavieiras,,BRL,mastercard,3581951357591028,5/29/2022,quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in,C3,failed,7:49 PM,25.78,Elbertine Dalzell,9273734056,Trunyx,1.8992,
Brazil,Transportation,7799.69,9868.86,Account U,Buyer Network,87,10/27/2022,544.23,withdrawal,6253228165,Zooveo,transportation,48 Johnson Circle,São Sebastião,,BRL,visa,5641823788113891,9/26/2022,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia,C3,pending,6:41 PM,18.24,Frants Gleaves,9894513171,Zoombox,0.5914,
Poland,Non-Profit,9226.83,3343.71,Account X,Online Merchant Z,88,12/23/2022,993.71,transfer,5080272528,Dynabox,food,66674 Autumn Leaf Street,Koło,,PLN,amex,374288940611576,11/21/2028,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie,C3,completed,6:05 AM,23.41,Tore Baiss,9466136974,Edgeclub,0.5027,Morbi non lectus.
China,Construction,5754.26,5441.74,Account C,Customer Care Center,89,7/27/2022,5878.97,transfer,7249221561,Mynte,transportation,593 Lyons Crossing,Shuanghekou,,CNY,mastercard,3588127440305428,9/5/2028,neque duis bibendum morbi non quam nec dui luctus rutrum,B2,pending,1:48 AM,34.76,Georgie Preddle,7869660025,Devcast,0.5864,"Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
Malaysia,Consulting,4471.31,9504.68,Account L,Pharmacy Chain A,90,1/25/2022,7312.27,transfer,8544964334,Flipbug,food,9867 Esker Place,Seremban,NSN,MYR,amex,0604491322874281,7/26/2023,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante,C3,pending,8:57 AM,38.46,Quintin Delgardo,5638678312,Zoombeat,1.8881,"Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum."
